Episode,TotalReward,Steps,DQNColor,OpponentType,QChosen,QMax,QMean,FinalResult,UsedFallback
737,-0.9,53,White,self,43.4437,43.4437,35.5471,1/2-1/2,0
738,-0.9,102,White,past,43.5491,43.5491,36.351,1/2-1/2,0
739,-1,60,White,minimax,45.3746,45.3746,41.9885,0-1,0
740,-0.9,773,White,past,41.7216,41.7216,31.9574,1/2-1/2,0
741,-1,226,White,minimax,43.1151,43.1151,42.9028,0-1,0
742,-0.2064,252,White,past,44.4893,44.4893,42.5702,1/2-1/2,0
743,-0.9,319,White,past,44.6364,44.6364,40.8134,1/2-1/2,0
744,-0.2048,814,White,past,42.7976,42.7976,34.0882,1/2-1/2,0
745,-0.9,85,White,self,44.4338,44.4338,27.2855,1/2-1/2,0
746,-0.9,151,White,self,45.2899,45.2899,30.9519,1/2-1/2,0
747,-0.9,107,White,self,43.0928,43.0928,33.3081,1/2-1/2,0
748,-0.9,138,White,past,45.4878,45.4878,32.7101,1/2-1/2,0
749,-0.9,109,White,past,43.7247,43.7247,39.7871,1/2-1/2,0
750,-0.9,128,White,past,45.0671,45.0671,33.9204,1/2-1/2,0
751,-1,216,White,minimax,45.5963,45.5963,32.1487,0-1,0
752,-1,40,White,minimax,40.6943,40.6943,35.4078,0-1,0
753,-0.9,52,White,self,43.2722,43.2722,38.2133,1/2-1/2,0
754,-0.1968,346,White,minimax,43.6958,43.6958,43.6958,1/2-1/2,0
755,-0.9,46,White,self,44.6265,44.6265,36.6396,1/2-1/2,0
756,-0.9,177,White,past,43.5808,43.5808,28.7421,1/2-1/2,0
757,-0.9,259,White,past,45.962,45.962,30.6379,1/2-1/2,0
758,-0.9,146,White,past,45.6983,45.6983,34.229,1/2-1/2,0
759,-1,174,White,minimax,25.3339,25.3339,25.3339,0-1,0
760,-0.9,55,White,self,44.3184,44.3184,35.7452,1/2-1/2,0
761,-0.1912,76,White,minimax,43.617,43.617,42.6302,1/2-1/2,0
762,-1,150,White,minimax,41.7262,41.7262,39.6648,0-1,0
763,-0.1896,150,White,minimax,42.042,42.042,39.3609,1/2-1/2,0
764,-0.9,563,White,past,43.9317,43.9317,23.5439,1/2-1/2,0
765,-0.188,220,White,minimax,43.564,43.564,40.9021,1/2-1/2,0
766,-0.1872,248,White,minimax,45.5747,45.5747,38.834,1/2-1/2,0
767,-0.9,48,White,self,43.5854,43.5854,36.9388,1/2-1/2,0
768,-0.9,50,White,self,43.4639,43.4639,38.752,1/2-1/2,0
769,-0.9,37,White,self,45.0751,45.0751,35.4855,1/2-1/2,0
770,-0.9,85,White,self,41.1019,41.1019,25.1157,1/2-1/2,0
771,1,63,White,past,42.8614,42.8614,33.9892,1-0,0
772,-0.9,679,White,past,45.4628,45.4628,41.4604,1/2-1/2,0
773,-0.1816,294,White,minimax,43.3426,43.3426,38.9263,1/2-1/2,0
774,-1,60,White,minimax,36.304,36.304,36.304,0-1,0
775,-0.18,242,White,minimax,44.236,44.236,44.003,1/2-1/2,0
776,-0.9,70,White,self,43.3158,43.3158,35.4909,1/2-1/2,0
777,-1,116,White,past,43.2038,43.2038,27.8672,0-1,0
778,-0.1776,220,White,minimax,45.1524,45.1524,39.489,1/2-1/2,0
779,-0.1768,594,White,minimax,43.2042,43.2042,37.7651,1/2-1/2,0
780,-0.176,168,White,minimax,41.2154,41.2154,38.956,1/2-1/2,0
781,1,89,White,minimax,42.8134,42.8134,36.6029,1-0,0
782,-0.1744,160,White,minimax,40.7586,40.7586,40.7586,1/2-1/2,0
783,-0.9,307,White,past,43.6039,43.6039,32.113,1/2-1/2,0
784,-0.1728,226,White,minimax,43.7452,43.7452,39.6725,1/2-1/2,0
785,-0.9,103,White,self,45.4742,45.4742,35.2551,1/2-1/2,0
786,-0.1712,122,White,minimax,46.0283,46.0283,43.9531,1/2-1/2,0
787,-0.9,174,White,self,45.6982,45.6982,20.6106,1/2-1/2,0
788,-0.9,513,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
789,-0.9,59,White,self,46.6795,46.6795,32.025,1/2-1/2,0
790,-0.9,84,White,self,44.9639,44.9639,28.2651,1/2-1/2,0
791,-1,214,White,minimax,42.0535,42.0535,42.0535,0-1,0
792,-0.9,77,White,self,43.2604,43.2604,36.144,1/2-1/2,0
793,-0.1656,132,White,minimax,43.0808,43.0808,41.5895,1/2-1/2,0
794,-0.9,107,White,self,44.1286,44.1286,35.9166,1/2-1/2,0
795,-0.164,248,White,minimax,43.7886,43.7886,42.1229,1/2-1/2,0
796,-0.9,164,White,self,43.9414,43.9414,26.8072,1/2-1/2,0
797,-0.1624,254,White,minimax,41.9638,41.9638,41.9638,1/2-1/2,0
798,-0.9,183,White,past,43.9174,43.9174,30.7877,1/2-1/2,0
799,-0.9,85,White,self,43.3041,43.3041,36.8081,1/2-1/2,0
800,-0.16,172,White,minimax,48.3743,48.3743,42.9549,1/2-1/2,0
801,-0.9,654,White,past,67.3319,67.3319,59.4641,1/2-1/2,0
802,-0.9,404,White,past,63.1397,63.1397,49.814,1/2-1/2,0
803,-0.9,189,White,self,65.3518,65.3518,45.343,1/2-1/2,0
804,-0.9,555,White,past,60.3486,60.3486,35.6267,1/2-1/2,0
805,-0.9,109,White,self,65.4609,65.4609,49.2993,1/2-1/2,0
806,-0.1552,98,White,minimax,43.5802,43.5802,43.5802,1/2-1/2,0
807,-0.1544,338,White,minimax,54.0635,54.0635,54.0635,1/2-1/2,0
808,-0.9,26,White,self,65.5759,65.5759,52.6304,1/2-1/2,0
809,-0.9,96,White,past,62.9653,62.9653,52.6764,1/2-1/2,0
810,-0.9,74,White,self,63.1842,63.1842,48.0835,1/2-1/2,0
811,-0.1512,160,White,minimax,54.9277,54.9277,54.9277,1/2-1/2,0
812,-0.1504,98,White,minimax,67.9586,67.9586,66.0617,1/2-1/2,0
813,-0.9,386,White,past,67.7284,67.7284,48.3729,1/2-1/2,0
814,-0.1488,308,White,minimax,63.3437,63.3437,57.4716,1/2-1/2,0
815,-1,108,White,minimax,60.9737,60.9737,57.9991,0-1,0
816,-0.9,54,White,self,64.7711,64.7711,56.5831,1/2-1/2,0
817,-0.1464,260,White,minimax,52.1512,52.1512,52.1512,1/2-1/2,0
818,-0.9,59,White,self,64.0124,64.0124,44.3166,1/2-1/2,0
819,-0.1448,198,White,minimax,62.9772,62.9772,60.6346,1/2-1/2,0
820,-0.9,81,White,past,63.3621,63.3621,47.1229,1/2-1/2,0
821,-0.9,249,White,past,66.0834,66.0834,39.2846,1/2-1/2,0
822,-0.1424,122,White,minimax,63.3404,63.3404,63.295,1/2-1/2,0
823,-0.9,192,White,past,66.5604,66.5604,29.1567,1/2-1/2,0
824,-0.1408,64,White,minimax,63.3268,63.3268,63.3268,1/2-1/2,0
825,-0.14,250,White,minimax,46.9988,46.9988,46.9988,1/2-1/2,0
826,-0.1392,280,White,minimax,65.0048,65.0048,58.8969,1/2-1/2,0
827,-0.1384,572,White,past,62.3309,62.3309,57.4125,1/2-1/2,0
828,-1,202,White,minimax,49.1405,49.1405,28.0115,0-1,0
829,-0.9,363,White,past,61.9314,61.9314,26.2688,1/2-1/2,0
830,-0.136,730,White,past,64.2802,64.2802,43.9404,1/2-1/2,0
831,-0.1352,54,White,minimax,67.8002,67.8002,65.4425,1/2-1/2,0
832,-0.9,156,White,self,63.5772,63.5772,48.8843,1/2-1/2,0
833,-0.1336,172,White,minimax,63.1803,63.1803,60.9507,1/2-1/2,0
834,-0.1328,308,White,minimax,64.5769,64.5769,62.4766,1/2-1/2,0
835,-1,316,White,past,67.002,67.002,66.5896,0-1,0
836,-0.9,75,White,self,66.5817,66.5817,49.6776,1/2-1/2,0
837,-0.9,47,White,self,64.7737,64.7737,55.0745,1/2-1/2,0
838,-0.9,50,White,self,64.4186,64.4186,54.9245,1/2-1/2,0
839,-0.9,381,White,past,66.6912,66.6912,48.7589,1/2-1/2,0
840,-0.128,270,White,minimax,42.2989,42.2989,17.5939,1/2-1/2,0
841,-0.9,77,White,self,65.8986,65.8986,34.7101,1/2-1/2,0
842,-0.1264,124,White,minimax,64.202,64.202,64.202,1/2-1/2,0
843,-0.1256,126,White,minimax,66.1735,66.1735,64.9364,1/2-1/2,0
844,-0.9,183,White,past,65.1591,65.1591,33.5091,1/2-1/2,0
845,-1,104,White,minimax,64.7281,64.7281,64.7281,0-1,0
846,-0.9,61,White,self,66.6138,66.6138,55.4101,1/2-1/2,0
847,-0.1224,98,White,minimax,59.9441,59.9441,59.9441,1/2-1/2,0
848,-1,126,White,past,67.9607,67.9607,49.958,0-1,0
849,-0.9,382,White,past,65.4432,65.4432,36.5822,1/2-1/2,0
850,-0.9,50,White,self,65.8461,65.8461,51.7028,1/2-1/2,0
851,-1,18,White,minimax,70.016,70.016,56.436,0-1,0
852,-0.9,473,White,past,62.4321,62.4321,57.9276,1/2-1/2,0
853,-0.9,93,White,self,64.137,64.137,54.8989,1/2-1/2,0
854,-0.9,363,White,past,64.9711,64.9711,39.8059,1/2-1/2,0
855,-0.116,838,White,past,60.4676,60.4676,60.4676,1/2-1/2,0
856,-0.9,399,White,past,64.9838,64.9838,37.193,1/2-1/2,0
857,-0.9,96,White,past,67.604,67.604,58.7326,1/2-1/2,0
858,-0.9,118,White,past,62.2122,62.2122,51.1464,1/2-1/2,0
859,-0.1128,166,White,minimax,41.8019,41.8019,41.8019,1/2-1/2,0
860,-0.112,236,White,minimax,59.744,59.744,54.0183,1/2-1/2,0
861,-0.9,55,White,self,66.0129,66.0129,49.6318,1/2-1/2,0
862,-0.9,188,White,past,64.1782,64.1782,50.3092,1/2-1/2,0
863,-0.1096,315,White,past,60.2895,60.2895,51.4524,1/2-1/2,0
864,-0.9,54,White,self,64.7564,64.7564,53.6529,1/2-1/2,0
865,-0.108,74,White,minimax,68.2658,68.2658,63.7068,1/2-1/2,0
866,-0.1072,320,White,minimax,62.9764,62.9764,57.5917,1/2-1/2,0
867,-0.1064,124,White,minimax,63.291,63.291,61.4898,1/2-1/2,0
868,-0.9,54,White,self,60.7892,60.7892,54.0171,1/2-1/2,0
869,-0.9,61,White,self,66.4941,66.4941,44.2568,1/2-1/2,0
870,-0.9,47,White,self,66.8289,66.8289,55.552,1/2-1/2,0
871,-1,140,White,minimax,63.657,63.657,63.657,0-1,0
872,-1,210,White,minimax,62.6264,62.6264,61.2435,0-1,0
873,-0.1016,380,White,minimax,57.3761,57.3761,57.3761,1/2-1/2,0
874,-0.1008,306,White,minimax,65.8384,65.8384,34.909,1/2-1/2,0
875,-0.1,140,White,minimax,66.3575,66.3575,59.2086,1/2-1/2,0
876,-0.0992,102,White,minimax,62.2406,62.2406,57.1034,1/2-1/2,0
877,-0.0984,192,White,minimax,61.908,61.908,57.0854,1/2-1/2,0
878,-0.9,30,White,self,65.9063,65.9063,55.6663,1/2-1/2,0
879,-1,284,White,minimax,60.0007,60.0007,60.0007,0-1,0
880,-0.9,25,White,self,66.4286,66.4286,54.325,1/2-1/2,0
881,-0.9,45,White,self,64.8438,64.8438,48.9444,1/2-1/2,0
882,-0.0944,434,White,minimax,64.0533,64.0533,64.0533,1/2-1/2,0
883,-0.0936,116,White,minimax,60.6873,60.6873,59.3421,1/2-1/2,0
884,-0.0928,142,White,minimax,58.4042,58.4042,58.4042,1/2-1/2,0
885,-0.9,58,White,self,63.637,63.637,54.2534,1/2-1/2,0
886,-0.0912,104,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
887,-0.9,43,White,self,65.7164,65.7164,43.076,1/2-1/2,0
888,-0.9,39,White,self,67.1349,67.1349,49.9356,1/2-1/2,0
889,-0.9,73,White,past,64.8691,64.8691,54.662,1/2-1/2,0
890,-0.9,83,White,self,65.1322,65.1322,49.2774,1/2-1/2,0
891,-0.9,206,White,self,64.83,64.83,57.1243,1/2-1/2,0
892,-1,196,White,minimax,61.3525,61.3525,57.2664,0-1,0
893,-0.0856,102,White,minimax,61.411,61.411,60.8843,1/2-1/2,0
894,-0.0848,96,White,minimax,59.2711,59.2711,59.2711,1/2-1/2,0
895,-0.9,50,White,self,63.7291,63.7291,51.6763,1/2-1/2,0
896,-0.0832,783,White,past,63.6398,63.6398,34.0379,1/2-1/2,0
897,-0.0824,176,White,minimax,64.5593,64.5593,64.5593,1/2-1/2,0
898,-0.9,364,White,past,65.3148,65.3148,44.2107,1/2-1/2,0
899,-0.9,112,White,past,66.5945,66.5945,59.3963,1/2-1/2,0
900,-0.9,85,White,self,63.8019,63.8019,54.6046,1/2-1/2,0
901,-0.9,403,White,past,86.4752,86.4752,49.4263,1/2-1/2,0
902,-0.9,64,White,self,87.2203,87.2203,67.2729,1/2-1/2,0
903,-0.0776,98,White,minimax,84.4587,84.4587,84.4587,1/2-1/2,0
904,-0.9,46,White,self,88.6564,88.6564,62.1056,1/2-1/2,0
905,-0.9,70,White,self,85.419,85.419,61.2477,1/2-1/2,0
906,-0.9,72,White,self,87.9254,87.9254,70.9227,1/2-1/2,0
907,-0.0744,212,White,minimax,67.8565,67.8565,67.8565,1/2-1/2,0
908,-0.9,62,White,self,83.4099,83.4099,70.969,1/2-1/2,0
909,-0.0728,492,White,past,86.389,86.389,84.5492,1/2-1/2,0
910,-0.9,36,White,self,87.5914,87.5914,73.0649,1/2-1/2,0
911,-0.9,279,White,past,92.4344,92.4344,56.6868,1/2-1/2,0
912,-0.0704,116,White,minimax,88.6951,88.6951,87.2414,1/2-1/2,0
913,-0.0696,144,White,minimax,88.3552,88.3552,88.3552,1/2-1/2,0
914,-0.9,55,White,self,88.7636,88.7636,74.394,1/2-1/2,0
915,-0.9,57,White,self,88.7065,88.7065,78.6323,1/2-1/2,0
916,-0.9,45,White,self,89.4333,89.4333,66.727,1/2-1/2,0
917,-1,264,White,minimax,65.6695,65.6695,26.2847,0-1,0
918,-0.9,476,White,past,91.0281,91.0281,44.6548,1/2-1/2,0
919,-0.9,112,White,past,87.7988,87.7988,69.7228,1/2-1/2,0
920,-0.9,47,White,self,89.2606,89.2606,74.561,1/2-1/2,0
921,-0.0632,230,White,minimax,75.0165,75.0165,74.1161,1/2-1/2,0
922,-0.9,503,White,past,79.802,79.802,78.8354,1/2-1/2,0
923,-0.0616,412,White,minimax,87.7399,87.7399,84.5919,1/2-1/2,0
924,-1,150,White,minimax,89.7692,89.7692,89.7692,0-1,0
925,-0.06,196,White,minimax,72.3237,72.3237,72.3237,1/2-1/2,0
926,-0.9,54,White,self,88.9973,88.9973,74.7485,1/2-1/2,0
927,-0.0584,232,White,minimax,81.1478,81.1478,81.1478,1/2-1/2,0
928,-1,108,White,minimax,90.9431,90.9431,80.7987,0-1,0
929,-0.0568,180,White,minimax,92.8424,92.8424,91.0248,1/2-1/2,0
930,-0.9,56,White,self,89.7475,89.7475,74.806,1/2-1/2,0
931,-0.9,162,White,past,93.4896,93.4896,76.128,1/2-1/2,0
932,-0.0544,200,White,minimax,87.5307,87.5307,84.6154,1/2-1/2,0
933,-0.9,56,White,self,87.7672,87.7672,73.4676,1/2-1/2,0
934,1,45,White,self,87.723,87.723,68.6959,1-0,0
935,-1,114,White,minimax,85.4845,85.4845,80.9545,0-1,0
936,-0.9,79,White,self,87.4684,87.4684,79.6383,1/2-1/2,0
937,-0.9,250,White,past,87.1829,87.1829,80.6494,1/2-1/2,0
938,-0.9,134,White,past,91.6558,91.6558,76.8504,1/2-1/2,0
939,-0.0488,186,White,minimax,89.5297,89.5297,88.6985,1/2-1/2,0
940,-0.048,216,White,minimax,91.5815,91.5815,77.3347,1/2-1/2,0
941,-0.0472,162,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
942,-0.0464,152,White,minimax,86.2195,86.2195,78.9322,1/2-1/2,0
943,-0.0456,82,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
944,-0.9,46,White,self,91.9461,91.9461,70.9659,1/2-1/2,0
945,-0.044,110,White,minimax,89.5999,89.5999,89.5999,1/2-1/2,0
946,-0.9,48,White,self,88.216,88.216,75.4149,1/2-1/2,0
947,-0.9,68,White,self,87.757,87.757,74.461,1/2-1/2,0
948,-0.9,52,White,self,90.1292,90.1292,75.2294,1/2-1/2,0
949,-0.9,184,White,past,92.7473,92.7473,34.0927,1/2-1/2,0
950,-0.9,138,White,past,85.162,85.162,64.092,1/2-1/2,0
951,-0.0392,284,White,minimax,87.7906,87.7906,85.3263,1/2-1/2,0
952,-0.0384,76,White,minimax,86.6297,86.6297,82.0637,1/2-1/2,0
953,-0.0376,542,White,past,87.4404,87.4404,87.0191,1/2-1/2,0
954,-0.9,279,White,past,91.8285,91.8285,65.8846,1/2-1/2,0
955,-0.9,39,White,self,87.3817,87.3817,68.3293,1/2-1/2,0
956,-0.9,96,White,self,89.734,89.734,79.879,1/2-1/2,0
957,-0.9,132,White,self,92.19,92.19,75.4915,1/2-1/2,0
958,-0.9,100,White,past,86.9444,86.9444,80.5427,1/2-1/2,0
959,-0.0328,218,White,minimax,83.4455,83.4455,82.072,1/2-1/2,0
960,-0.9,48,White,self,86.7088,86.7088,75.0176,1/2-1/2,0
961,-0.9,48,White,self,86.0607,86.0607,74.7334,1/2-1/2,0
962,-0.9,73,White,self,90.4285,90.4285,80.4592,1/2-1/2,0
963,-0.9,140,White,past,87.361,87.361,80.1463,1/2-1/2,0
964,-0.9,89,White,self,90.0476,90.0476,58.813,1/2-1/2,0
965,-0.028,598,White,past,91.7049,91.7049,88.2558,1/2-1/2,0
966,-0.0272,120,White,minimax,81.0414,81.0414,81.0414,1/2-1/2,0
967,-0.9,80,White,self,88.5323,88.5323,72.622,1/2-1/2,0
968,-0.9,48,White,self,87.2468,87.2468,73.9442,1/2-1/2,0
969,-0.0248,122,White,minimax,80.6521,80.6521,80.6521,1/2-1/2,0
970,-0.9,76,White,self,85.7727,85.7727,78.919,1/2-1/2,0
971,-0.9,56,White,self,87.7343,87.7343,75.6066,1/2-1/2,0
972,-0.9,156,White,self,88.5154,88.5154,79.1286,1/2-1/2,0
973,-0.0216,106,White,minimax,86.6823,86.6823,83.0699,1/2-1/2,0
974,-0.9,74,White,self,92.327,92.327,72.5459,1/2-1/2,0
975,-0.02,306,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
976,-0.9,88,White,self,87.2522,87.2522,68.4534,1/2-1/2,0
977,-0.9,181,White,past,90.316,90.316,55.9807,1/2-1/2,0
978,-1,128,White,minimax,88.4992,88.4992,82.7122,0-1,0
979,-0.9,82,White,self,89.2673,89.2673,70.6547,1/2-1/2,0
980,-0.9,454,White,past,88.6043,88.6043,82.4364,1/2-1/2,0
981,-0.9,110,White,self,89.6071,89.6071,81.5817,1/2-1/2,0
982,-0.0144,92,White,minimax,89.3902,89.3902,84.0795,1/2-1/2,0
983,-0.9,69,White,self,88.374,88.374,78.2583,1/2-1/2,0
984,-0.9,222,White,past,88.188,88.188,65.6199,1/2-1/2,0
985,-0.9,254,White,past,89.5313,89.5313,81.527,1/2-1/2,0
986,-0.9,600,White,past,84.812,84.812,48.571,1/2-1/2,0
987,-0.9,97,White,self,85.825,85.825,69.6797,1/2-1/2,0
988,-0.0096,238,White,minimax,92.196,92.196,92.196,1/2-1/2,0
989,-0.0088,168,White,minimax,89.1451,89.1451,86.7276,1/2-1/2,0
990,-0.008,458,White,minimax,88.8928,88.8928,77.0778,1/2-1/2,0
991,-0.9,130,White,self,87.0001,87.0001,66.5063,1/2-1/2,0
992,-0.0064,208,White,minimax,84.4799,84.4799,84.4799,1/2-1/2,0
993,-0.0056,152,White,minimax,86.1537,86.1537,76.6884,1/2-1/2,0
994,-0.9,103,White,past,90.2679,90.2679,73.4626,1/2-1/2,0
995,-0.9,346,White,past,89.6037,89.6037,77.9669,1/2-1/2,0
996,-0.9,346,White,past,94.4744,94.4744,64.5398,1/2-1/2,0
997,-1,236,White,minimax,-1.0,-1.0,-1.0,0-1,0
998,-1,202,White,minimax,90.2622,90.2622,86.1271,0-1,0
999,-0.9,89,White,self,87.9312,87.9312,75.5335,1/2-1/2,0
