Episode,TotalReward,Steps,DQNColor,OpponentType,QChosen,QMax,QMean,FinalResult,UsedFallback
367,-0.9,27,White,self,3.2706,3.2706,2.8564,1/2-1/2,0
368,-0.9,455,White,past,1.9637,1.9637,1.116,1/2-1/2,0
369,-0.9,49,White,self,3.1621,3.1621,2.5622,1/2-1/2,0
370,-0.9,47,White,self,3.2296,3.2296,2.5785,1/2-1/2,0
371,-0.9,57,White,self,2.2565,2.2565,1.1924,1/2-1/2,0
372,-0.9,59,White,self,3.1753,3.1753,2.4665,1/2-1/2,0
373,-0.9,260,White,past,2.2967,2.2967,1.3351,1/2-1/2,0
374,-0.9,45,White,self,3.3256,3.3256,2.3838,1/2-1/2,0
375,-0.5,464,White,random,1.8794,1.8794,1.0369,1/2-1/2,0
376,-0.9,33,White,self,3.4019,3.4019,2.2714,1/2-1/2,0
377,-0.9,649,White,past,1.9017,1.9017,1.6132,1/2-1/2,0
378,-0.9,345,White,random,1.9223,1.9223,1.1597,1/2-1/2,0
379,-0.9,445,White,past,2.1427,2.1427,1.9177,1/2-1/2,0
380,-0.496,461,White,random,1.9752,1.9752,1.4445,1/2-1/2,0
381,-0.9,41,White,self,3.237,3.237,2.4361,1/2-1/2,0
382,-0.9,49,White,self,3.424,3.424,2.5112,1/2-1/2,0
383,-0.9,45,White,self,3.2891,3.2891,2.8255,1/2-1/2,0
384,-0.9,31,White,self,3.3046,3.3046,2.7637,1/2-1/2,0
385,-0.9,31,White,self,3.0806,3.0806,2.4351,1/2-1/2,0
386,-0.9,228,White,random,2.4798,2.4798,0.8097,1/2-1/2,0
387,-0.4904,641,White,random,2.0686,2.0686,1.1127,1/2-1/2,0
388,-0.4896,334,White,random,1.6297,1.6297,1.5828,1/2-1/2,0
389,-0.9,35,White,self,3.3062,3.3062,2.6333,1/2-1/2,0
390,-0.9,64,White,self,3.1633,3.1633,2.2536,1/2-1/2,0
391,-0.9,84,White,self,2.4379,2.4379,1.8874,1/2-1/2,0
392,-0.9,69,White,past,2.2132,2.2132,1.5781,1/2-1/2,0
393,-0.9,607,White,past,1.8873,1.8873,1.2798,1/2-1/2,0
394,-0.9,27,White,self,3.4226,3.4226,2.7171,1/2-1/2,0
395,-0.9,41,White,self,3.1661,3.1661,2.6512,1/2-1/2,0
396,-0.9,30,White,self,3.4618,3.4618,2.7199,1/2-1/2,0
397,1,99,White,random,-1.0,-1.0,-1.0,1-0,0
398,-1,328,White,past,1.9821,1.9821,0.4899,0-1,0
399,-0.9,33,White,self,3.237,3.237,2.521,1/2-1/2,0
400,-0.9,46,White,self,3.1457,3.1457,2.5325,1/2-1/2,0
401,-0.9,764,White,past,5.7968,5.7968,4.4684,1/2-1/2,0
402,-0.9,31,White,self,7.2227,7.2227,4.8104,1/2-1/2,0
403,-0.4776,557,White,random,5.8129,5.8129,2.6594,1/2-1/2,0
404,-0.9,66,White,self,6.831,6.831,4.2136,1/2-1/2,0
405,-0.9,45,White,self,6.6407,6.6407,5.0168,1/2-1/2,0
406,-0.9,25,White,self,6.9151,6.9151,5.4962,1/2-1/2,0
407,-0.9,665,White,past,4.8567,4.8567,2.7831,1/2-1/2,0
408,-0.9,29,White,self,7.0252,7.0252,5.0127,1/2-1/2,0
409,-0.9,132,White,past,5.9459,5.9459,4.3716,1/2-1/2,0
410,-0.9,30,White,self,6.9278,6.9278,5.822,1/2-1/2,0
411,-1,230,White,random,3.9025,3.9025,2.9369,0-1,0
412,-0.9,41,White,self,7.578,7.578,5.4084,1/2-1/2,0
413,-0.9,41,White,past,6.8969,6.8969,3.8586,1/2-1/2,0
414,-0.9,113,White,self,5.1026,5.1026,3.2182,1/2-1/2,0
415,-0.9,85,White,self,5.0977,5.0977,3.1043,1/2-1/2,0
416,-0.9,90,White,self,7.107,7.107,4.442,1/2-1/2,0
417,-0.9,45,White,self,6.904,6.904,3.892,1/2-1/2,0
418,-0.9,39,White,self,7.3407,7.3407,4.8791,1/2-1/2,0
419,-0.9,227,White,past,3.0433,3.0433,3.0433,1/2-1/2,0
420,-0.464,663,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
421,-0.4632,576,White,random,4.0203,4.0203,3.0612,1/2-1/2,0
422,-0.9,68,White,self,5.733,5.733,3.7974,1/2-1/2,0
423,-0.9,195,White,self,4.5992,4.5992,2.3923,1/2-1/2,0
424,-0.4608,446,White,random,4.2551,4.2551,3.869,1/2-1/2,0
425,-0.9,67,White,self,6.5334,6.5334,4.0198,1/2-1/2,0
426,-0.9,95,White,self,7.2609,7.2609,5.4902,1/2-1/2,0
427,-0.9,563,White,past,4.7094,4.7094,2.7315,1/2-1/2,0
428,-0.9,51,White,self,7.2214,7.2214,6.0242,1/2-1/2,0
429,-0.9,44,White,self,7.0742,7.0742,4.8769,1/2-1/2,0
430,-0.456,679,White,random,3.7829,3.7829,3.2363,1/2-1/2,0
431,-0.9,35,White,self,6.7967,6.7967,5.5658,1/2-1/2,0
432,-1,76,White,past,5.5443,5.5443,3.4039,0-1,0
433,-0.4536,433,White,random,4.7477,4.7477,4.5121,1/2-1/2,0
434,-0.9,145,White,self,6.5656,6.5656,5.0895,1/2-1/2,0
435,-0.9,731,White,past,4.2617,4.2617,3.3628,1/2-1/2,0
436,-0.9,194,White,self,4.5427,4.5427,3.1059,1/2-1/2,0
437,-0.9,33,White,self,7.0735,7.0735,6.0747,1/2-1/2,0
438,-0.9,77,White,self,5.0794,5.0794,3.9561,1/2-1/2,0
439,-0.4488,639,White,past,4.5524,4.5524,2.4567,1/2-1/2,0
440,-0.9,459,White,past,4.7055,4.7055,3.8463,1/2-1/2,0
441,-0.9,428,White,past,3.8654,3.8654,3.5216,1/2-1/2,0
442,-0.9,254,White,past,4.498,4.498,2.827,1/2-1/2,0
443,-0.9,153,White,self,4.7782,4.7782,3.5835,1/2-1/2,0
444,-0.9,76,White,past,5.4083,5.4083,3.5089,1/2-1/2,0
445,-0.9,49,White,self,4.8069,4.8069,3.6795,1/2-1/2,0
446,-0.4432,267,White,random,5.0654,5.0654,4.594,1/2-1/2,0
447,-0.9,55,White,self,6.8936,6.8936,6.3272,1/2-1/2,0
448,-0.4416,551,White,random,-1.0,-1.0,-1.0,1/2-1/2,0
449,-0.9,170,White,past,5.8647,5.8647,3.7978,1/2-1/2,0
450,-0.9,648,White,random,4.7216,4.7216,3.4649,1/2-1/2,0
451,-0.9,45,White,self,6.8216,6.8216,4.839,1/2-1/2,0
452,-0.9,115,White,self,5.5852,5.5852,4.2236,1/2-1/2,0
453,-0.9,347,White,past,4.885,4.885,3.3575,1/2-1/2,0
454,-0.4368,719,White,past,4.6207,4.6207,4.0934,1/2-1/2,0
455,-0.9,69,White,self,7.0219,7.0219,5.6822,1/2-1/2,0
456,-0.9,33,White,past,7.1306,7.1306,6.198,1/2-1/2,0
457,-0.9,33,White,self,6.9016,6.9016,4.8266,1/2-1/2,0
458,-0.9,65,White,self,4.9642,4.9642,3.247,1/2-1/2,0
459,-0.9,184,White,past,4.8046,4.8046,2.4967,1/2-1/2,0
460,-0.9,74,White,self,6.3287,6.3287,4.7859,1/2-1/2,0
461,-0.9,140,White,past,5.9018,5.9018,3.8929,1/2-1/2,0
462,-0.4304,329,White,random,3.3947,3.3947,2.9348,1/2-1/2,0
463,-0.4296,677,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
464,-0.4288,445,White,random,3.9477,3.9477,3.616,1/2-1/2,0
465,-0.9,59,White,self,6.8816,6.8816,4.7873,1/2-1/2,0
466,-0.9,532,White,random,4.6653,4.6653,3.1463,1/2-1/2,0
467,-0.9,350,White,past,3.8577,3.8577,1.8603,1/2-1/2,0
468,-0.9,49,White,self,5.7019,5.7019,4.4696,1/2-1/2,0
469,-0.9,33,White,self,6.9662,6.9662,6.3058,1/2-1/2,0
470,-0.9,33,White,self,7.0745,7.0745,6.3394,1/2-1/2,0
471,-0.9,46,White,past,6.9789,6.9789,6.3173,1/2-1/2,0
472,-0.9,33,White,self,6.783,6.783,6.2567,1/2-1/2,0
473,-0.9,35,White,self,6.8922,6.8922,5.7059,1/2-1/2,0
474,-0.9,65,White,self,7.1242,7.1242,5.8706,1/2-1/2,0
475,-0.42,392,White,random,3.9037,3.9037,1.1959,1/2-1/2,0
476,-0.4192,386,White,random,4.2252,4.2252,3.9805,1/2-1/2,0
477,-0.4184,434,White,random,4.3016,4.3016,3.0626,1/2-1/2,0
478,-0.9,221,White,self,5.4418,5.4418,3.5466,1/2-1/2,0
479,-0.9,93,White,past,5.7717,5.7717,3.964,1/2-1/2,0
480,-0.9,113,White,past,5.5893,5.5893,3.8562,1/2-1/2,0
481,-0.9,67,White,self,7.2451,7.2451,5.5614,1/2-1/2,0
482,-0.9,141,White,past,4.97,4.97,2.9229,1/2-1/2,0
483,-0.9,95,White,self,7.4085,7.4085,4.83,1/2-1/2,0
484,-0.9,129,White,self,5.2657,5.2657,3.9502,1/2-1/2,0
485,-0.9,155,White,self,4.7971,4.7971,2.5202,1/2-1/2,0
486,-0.9,630,White,past,4.4225,4.4225,3.5604,1/2-1/2,0
487,-0.9,105,White,self,6.8587,6.8587,4.3163,1/2-1/2,0
488,-0.9,75,White,self,6.7983,6.7983,4.4983,1/2-1/2,0
489,-0.9,76,White,self,6.8576,6.8576,6.1553,1/2-1/2,0
490,-0.408,664,White,past,4.125,4.125,1.8205,1/2-1/2,0
491,-0.4072,753,White,past,3.8198,3.8198,3.6016,1/2-1/2,0
492,-1,214,White,random,4.8025,4.8025,1.4988,0-1,0
493,-0.9,172,White,self,5.8113,5.8113,3.6366,1/2-1/2,0
494,-0.9,309,White,past,4.282,4.282,3.9847,1/2-1/2,0
495,-1,510,White,random,3.7145,3.7145,2.2202,0-1,0
496,-0.9,42,White,self,6.7181,6.7181,4.7601,1/2-1/2,0
497,-0.9,581,White,past,4.4076,4.4076,3.1884,1/2-1/2,0
498,-0.9,43,White,self,7.5439,7.5439,4.828,1/2-1/2,0
499,-0.9,57,White,self,6.7623,6.7623,5.7131,1/2-1/2,0
500,-0.9,35,White,self,7.4998,7.4998,5.2674,1/2-1/2,0
501,-0.9,64,White,self,10.273,10.273,6.725,1/2-1/2,0
502,-0.9,351,White,random,13.1677,13.1677,6.0828,1/2-1/2,0
503,-0.3976,399,White,past,11.2253,11.2253,10.6909,1/2-1/2,0
504,-0.9,85,White,self,13.2705,13.2705,11.0363,1/2-1/2,0
505,-0.396,532,White,random,10.6389,10.6389,10.0996,1/2-1/2,0
506,-0.9,243,White,self,12.5167,12.5167,8.372,1/2-1/2,0
507,-0.9,406,White,past,10.4477,10.4477,8.8091,1/2-1/2,0
508,-0.9,272,White,self,12.573,12.573,8.2325,1/2-1/2,0
509,-0.3928,581,White,random,8.4421,8.4421,5.6237,1/2-1/2,0
510,-0.9,53,White,self,13.9616,13.9616,10.1078,1/2-1/2,0
511,-0.9,340,White,past,12.4004,12.4004,8.7581,1/2-1/2,0
512,-0.9,894,White,past,10.8987,10.8987,9.4251,1/2-1/2,0
513,-1,202,White,random,8.1081,8.1081,8.1081,0-1,0
514,-0.3888,230,White,past,11.7962,11.7962,4.184,1/2-1/2,0
515,-0.388,438,White,random,11.2509,11.2509,7.9082,1/2-1/2,0
516,-0.9,67,White,self,13.4655,13.4655,10.5022,1/2-1/2,0
517,-0.9,74,White,past,13.8145,13.8145,10.431,1/2-1/2,0
518,-0.9,57,White,self,14.8191,14.8191,11.2124,1/2-1/2,0
519,-0.3848,595,White,random,10.3794,10.3794,7.4796,1/2-1/2,0
520,-0.384,431,White,random,8.7911,8.7911,8.7911,1/2-1/2,0
521,-0.9,71,White,self,14.5122,14.5122,9.3324,1/2-1/2,0
522,-1,266,White,past,-1.0,-1.0,-1.0,0-1,0
523,-0.9,100,White,self,12.9683,12.9683,11.2325,1/2-1/2,0
524,-0.9,137,White,self,13.2289,13.2289,10.5257,1/2-1/2,0
525,-0.9,170,White,past,11.3227,11.3227,8.1245,1/2-1/2,0
526,-0.3792,670,White,past,10.6535,10.6535,5.752,1/2-1/2,0
527,-0.9,563,White,past,9.052,9.052,8.3559,1/2-1/2,0
528,-0.9,65,White,self,13.619,13.619,10.2172,1/2-1/2,0
529,-0.9,148,White,past,11.1592,11.1592,8.3316,1/2-1/2,0
530,-0.376,458,White,past,10.0172,10.0172,8.0383,1/2-1/2,0
531,-0.3752,709,White,random,8.8422,8.8422,5.4182,1/2-1/2,0
532,-0.9,556,White,random,8.8639,8.8639,4.6238,1/2-1/2,0
533,-0.9,567,White,past,9.5362,9.5362,8.4986,1/2-1/2,0
534,-0.9,59,White,self,13.9389,13.9389,10.692,1/2-1/2,0
535,-0.372,224,White,random,10.0878,10.0878,9.2025,1/2-1/2,0
536,-0.9,206,White,self,10.899,10.899,6.6762,1/2-1/2,0
537,-0.3704,378,White,random,10.3121,10.3121,5.6663,1/2-1/2,0
538,-0.9,338,White,past,9.3031,9.3031,6.3956,1/2-1/2,0
539,-0.3688,512,White,random,11.1381,11.1381,7.9369,1/2-1/2,0
540,-0.9,314,White,self,11.49,11.49,6.0097,1/2-1/2,0
541,-0.3672,380,White,past,9.428,9.428,6.3397,1/2-1/2,0
542,-0.3664,659,White,past,9.2029,9.2029,7.8484,1/2-1/2,0
543,-0.9,137,White,self,12.2409,12.2409,7.8262,1/2-1/2,0
544,-0.9,205,White,past,10.8103,10.8103,6.1066,1/2-1/2,0
545,-0.9,262,White,self,11.4747,11.4747,7.4136,1/2-1/2,0
546,-0.9,137,White,past,10.9142,10.9142,6.9944,1/2-1/2,0
547,-0.9,190,White,self,13.2943,13.2943,9.0208,1/2-1/2,0
548,-0.3616,621,White,random,9.6694,9.6694,8.779,1/2-1/2,0
549,-0.9,561,White,past,10.0425,10.0425,6.8815,1/2-1/2,0
550,-0.9,415,White,past,9.4259,9.4259,5.1554,1/2-1/2,0
551,-0.9,100,White,self,14.2804,14.2804,10.385,1/2-1/2,0
552,-0.9,279,White,past,10.7763,10.7763,8.0984,1/2-1/2,0
553,-1,172,White,past,11.3034,11.3034,11.3034,0-1,0
554,-0.9,113,White,self,13.2481,13.2481,8.893,1/2-1/2,0
555,-0.356,276,White,random,8.053,8.053,8.053,1/2-1/2,0
556,-0.9,257,White,past,9.6084,9.6084,5.3792,1/2-1/2,0
557,-0.9,278,White,past,9.0969,9.0969,7.4828,1/2-1/2,0
558,-0.9,37,White,self,13.9456,13.9456,8.4574,1/2-1/2,0
559,-0.9,189,White,past,11.6161,11.6161,6.2904,1/2-1/2,0
560,-0.9,266,White,past,9.0683,9.0683,7.8771,1/2-1/2,0
561,-0.3512,510,White,past,9.3316,9.3316,6.7922,1/2-1/2,0
562,-1,192,White,past,7.9556,7.9556,3.565,0-1,0
563,-0.9,471,White,past,10.2657,10.2657,7.8185,1/2-1/2,0
564,-0.9,61,White,self,13.6341,13.6341,8.9924,1/2-1/2,0
565,-0.9,45,White,self,14.0388,14.0388,11.3536,1/2-1/2,0
566,-0.9,236,White,past,11.5427,11.5427,9.4526,1/2-1/2,0
567,-0.9,403,White,past,9.5491,9.5491,8.5401,1/2-1/2,0
568,-0.9,428,White,past,9.3935,9.3935,4.9017,1/2-1/2,0
569,-0.3448,575,White,past,10.2623,10.2623,9.8973,1/2-1/2,0
570,-0.9,53,White,self,13.8718,13.8718,10.8819,1/2-1/2,0
571,-0.9,39,White,self,13.9174,13.9174,10.5467,1/2-1/2,0
572,-0.9,29,White,past,13.9494,13.9494,9.4089,1/2-1/2,0
573,-0.9,63,White,self,14.2836,14.2836,11.6205,1/2-1/2,0
574,-0.9,84,White,past,12.4465,12.4465,9.8171,1/2-1/2,0
575,1,191,White,past,-1.0,-1.0,-1.0,1-0,0
576,-0.9,35,White,self,13.6801,13.6801,10.9858,1/2-1/2,0
577,-0.9,38,White,self,13.7979,13.7979,10.5342,1/2-1/2,0
578,-0.9,81,White,self,13.3159,13.3159,8.5936,1/2-1/2,0
579,-0.9,337,White,self,9.657,9.657,7.2251,1/2-1/2,0
580,-0.336,554,White,past,9.9168,9.9168,7.5118,1/2-1/2,0
581,-1,96,White,random,9.5942,9.5942,6.4905,0-1,0
582,-0.9,51,White,self,13.5927,13.5927,10.8731,1/2-1/2,0
583,-0.9,41,White,self,13.7434,13.7434,10.4099,1/2-1/2,0
584,-0.3328,627,White,random,8.9498,8.9498,7.2022,1/2-1/2,0
585,-0.9,69,White,self,13.7261,13.7261,9.6473,1/2-1/2,0
586,-0.9,67,White,self,11.5533,11.5533,9.3061,1/2-1/2,0
587,-0.3304,301,White,random,9.1251,9.1251,8.7027,1/2-1/2,0
588,-0.9,39,White,self,13.8549,13.8549,9.7106,1/2-1/2,0
589,-0.9,214,White,self,10.7208,10.7208,7.0246,1/2-1/2,0
590,-0.9,29,White,self,13.6688,13.6688,11.8949,1/2-1/2,0
591,-0.9,506,White,past,9.9282,9.9282,6.7428,1/2-1/2,0
592,-0.9,67,White,self,10.6248,10.6248,8.3656,1/2-1/2,0
593,-0.3256,319,White,random,-1.0,-1.0,-1.0,1/2-1/2,0
594,-0.9,27,White,self,14.8781,14.8781,11.5633,1/2-1/2,0
595,-0.324,410,White,random,9.5089,9.5089,4.0324,1/2-1/2,0
596,-0.9,316,White,past,9.5314,9.5314,4.682,1/2-1/2,0
597,-0.9,481,White,random,10.112,10.112,5.339,1/2-1/2,0
598,-0.3216,401,White,past,8.414,8.414,6.3789,1/2-1/2,0
599,-0.9,57,White,past,13.6431,13.6431,8.3748,1/2-1/2,0
600,-0.9,63,White,past,12.7962,12.7962,11.826,1/2-1/2,0
601,-1,272,White,random,-1.0,-1.0,-1.0,0-1,0
602,-0.3184,609,White,random,21.9256,21.9256,20.9462,1/2-1/2,0
603,-0.9,51,White,self,26.2518,26.2518,19.193,1/2-1/2,0
604,-0.9,29,White,self,26.0262,26.0262,17.2361,1/2-1/2,0
605,-0.316,484,White,random,21.0791,21.0791,15.4914,1/2-1/2,0
606,-0.9,192,White,self,23.1662,23.1662,10.8336,1/2-1/2,0
607,-0.9,73,White,self,25.321,25.321,17.6607,1/2-1/2,0
608,-0.9,408,White,past,20.9883,20.9883,16.5103,1/2-1/2,0
609,-0.9,43,White,self,25.5466,25.5466,17.7025,1/2-1/2,0
610,-0.9,77,White,self,25.2206,25.2206,17.2036,1/2-1/2,0
611,-0.3112,987,White,past,20.7238,20.7238,17.9656,1/2-1/2,0
612,-0.9,180,White,past,23.4832,23.4832,13.5091,1/2-1/2,0
613,-0.9,47,White,self,25.0281,25.0281,18.1804,1/2-1/2,0
614,-0.9,41,White,self,25.6817,25.6817,17.2909,1/2-1/2,0
615,-0.9,47,White,self,21.5572,21.5572,14.3367,1/2-1/2,0
616,-0.9,53,White,self,25.9655,25.9655,19.867,1/2-1/2,0
617,-0.9,112,White,self,24.3739,24.3739,16.2736,1/2-1/2,0
618,-1,152,White,past,-1.0,-1.0,-1.0,0-1,0
619,-0.9,57,White,self,25.3129,25.3129,20.0404,1/2-1/2,0
620,-1,198,White,random,19.841,19.841,11.4331,0-1,0
621,-0.9,432,White,past,21.191,21.191,15.6601,1/2-1/2,0
622,-0.9,51,White,self,21.8913,21.8913,14.0869,1/2-1/2,0
623,-0.9,44,White,self,25.4943,25.4943,16.7922,1/2-1/2,0
624,-0.9,37,White,self,27.3936,27.3936,17.5559,1/2-1/2,0
625,-0.9,56,White,self,25.6264,25.6264,16.8948,1/2-1/2,0
626,-0.2992,457,White,random,22.1379,22.1379,15.1557,1/2-1/2,0
627,-0.2984,357,White,random,19.9204,19.9204,18.5758,1/2-1/2,0
628,-0.2976,509,White,random,19.1363,19.1363,6.6897,1/2-1/2,0
629,-0.9,75,White,self,25.2632,25.2632,22.9775,1/2-1/2,0
630,-0.296,743,White,random,22.3289,22.3289,16.6349,1/2-1/2,0
631,-0.9,51,White,self,25.9712,25.9712,20.7103,1/2-1/2,0
632,-0.9,569,White,past,19.3677,19.3677,7.2277,1/2-1/2,0
633,-0.9,57,White,self,26.5586,26.5586,23.0846,1/2-1/2,0
634,-0.9,80,White,past,24.731,24.731,17.7376,1/2-1/2,0
635,1,55,White,self,25.2691,25.2691,18.3703,1-0,0
636,-1,38,White,random,23.3631,23.3631,21.8889,0-1,0
637,-0.9,714,White,past,21.5235,21.5235,18.2864,1/2-1/2,0
638,-0.9,507,White,past,21.2622,21.2622,18.8998,1/2-1/2,0
639,-0.9,95,White,self,24.9386,24.9386,18.3693,1/2-1/2,0
640,-0.9,88,White,self,25.0356,25.0356,18.227,1/2-1/2,0
641,-0.2872,427,White,random,19.904,19.904,18.6092,1/2-1/2,0
642,-1,202,White,past,-1.0,-1.0,-1.0,0-1,0
643,-0.9,186,White,past,21.7402,21.7402,12.5584,1/2-1/2,0
644,-0.9,103,White,self,27.1833,27.1833,18.8123,1/2-1/2,0
645,1,61,White,random,21.0043,21.0043,14.5909,1-0,0
646,1,145,White,random,24.2707,24.2707,14.4422,1-0,0
647,-0.9,553,White,past,20.9461,20.9461,19.0424,1/2-1/2,0
648,-0.9,108,White,past,22.0944,22.0944,18.9746,1/2-1/2,0
649,1,215,White,random,24.2912,24.2912,15.7654,1-0,0
650,-0.28,414,White,random,21.5222,21.5222,18.1317,1/2-1/2,0
651,-0.9,35,White,self,25.6396,25.6396,19.8324,1/2-1/2,0
652,-0.9,39,White,self,26.0794,26.0794,20.1762,1/2-1/2,0
653,-0.9,271,White,past,19.6702,19.6702,10.4229,1/2-1/2,0
654,-1,288,White,past,22.9969,22.9969,14.8507,0-1,0
655,-0.9,117,White,self,24.8744,24.8744,16.7028,1/2-1/2,0
656,-1,132,White,random,23.1058,23.1058,18.642,0-1,0
657,-0.9,61,White,self,23.7898,23.7898,19.5185,1/2-1/2,0
658,-1,58,White,past,-1.0,-1.0,-1.0,0-1,0
659,-0.2728,454,White,past,20.4412,20.4412,16.6002,1/2-1/2,0
660,-0.9,49,White,self,26.0232,26.0232,17.8569,1/2-1/2,0
661,-0.2712,765,White,random,19.6863,19.6863,15.3889,1/2-1/2,0
662,1,237,White,past,14.6155,14.6155,3.6086,1-0,0
663,-0.9,206,White,past,20.8071,20.8071,13.3303,1/2-1/2,0
664,-0.9,39,White,self,25.8033,25.8033,19.0762,1/2-1/2,0
665,-0.9,37,White,self,26.2381,26.2381,18.3128,1/2-1/2,0
666,-0.9,199,White,self,23.8912,23.8912,17.2505,1/2-1/2,0
667,-0.9,73,White,self,25.2366,25.2366,18.7756,1/2-1/2,0
668,-0.9,410,White,random,20.515,20.515,15.2134,1/2-1/2,0
669,-0.9,59,White,self,25.696,25.696,17.4791,1/2-1/2,0
670,-0.9,59,White,self,24.9428,24.9428,18.7428,1/2-1/2,0
671,-0.9,65,White,past,25.274,25.274,19.6,1/2-1/2,0
672,-0.9,102,White,self,24.5539,24.5539,14.1888,1/2-1/2,0
673,-0.9,35,White,self,26.8436,26.8436,23.0659,1/2-1/2,0
674,-0.9,240,White,past,22.9926,22.9926,17.581,1/2-1/2,0
675,-0.9,327,White,random,20.5192,20.5192,10.0924,1/2-1/2,0
676,-0.9,55,White,self,23.0786,23.0786,18.6448,1/2-1/2,0
677,-0.9,459,White,random,23.1547,23.1547,17.3212,1/2-1/2,0
678,-0.9,67,White,self,24.4568,24.4568,15.1974,1/2-1/2,0
679,-0.9,329,White,random,23.7288,23.7288,16.981,1/2-1/2,0
680,-0.9,251,White,self,22.7908,22.7908,11.0384,1/2-1/2,0
681,-0.9,99,White,self,23.5845,23.5845,20.9963,1/2-1/2,0
682,-0.9,336,White,random,22.1719,22.1719,13.4985,1/2-1/2,0
683,-0.9,283,White,past,21.3912,21.3912,14.2732,1/2-1/2,0
684,-0.9,344,White,past,17.4185,17.4185,14.897,1/2-1/2,0
685,-0.252,459,White,past,21.4521,21.4521,10.9549,1/2-1/2,0
686,-0.9,85,White,self,25.8994,25.8994,14.0435,1/2-1/2,0
687,-0.9,491,White,past,22.7146,22.7146,13.8153,1/2-1/2,0
688,-0.9,114,White,self,22.2201,22.2201,16.787,1/2-1/2,0
689,-0.9,634,White,past,20.2022,20.2022,17.4503,1/2-1/2,0
690,-0.9,63,White,self,24.895,24.895,18.281,1/2-1/2,0
691,-0.9,151,White,self,24.6744,24.6744,17.3144,1/2-1/2,0
692,-0.9,57,White,self,24.7182,24.7182,19.84,1/2-1/2,0
693,-0.9,55,White,self,22.4602,22.4602,16.9144,1/2-1/2,0
694,-0.9,44,White,self,24.9596,24.9596,20.1758,1/2-1/2,0
695,-0.9,487,White,past,19.4885,19.4885,14.0882,1/2-1/2,0
696,-0.9,215,White,self,19.4718,19.4718,9.2404,1/2-1/2,0
697,-0.9,464,White,past,22.9088,22.9088,16.9675,1/2-1/2,0
698,-0.9,56,White,self,24.0623,24.0623,21.2796,1/2-1/2,0
699,-0.2408,359,White,random,19.5194,19.5194,18.4123,1/2-1/2,0
700,-0.24,917,White,past,19.9828,19.9828,17.6758,1/2-1/2,0
701,-0.9,420,White,past,38.1612,38.1612,22.4893,1/2-1/2,0
702,-0.9,265,White,self,46.3717,46.3717,35.1534,1/2-1/2,0
703,-0.2376,688,White,past,39.3883,39.3883,26.8635,1/2-1/2,0
704,1,23,White,self,-1.0,-1.0,-1.0,1-0,0
705,-0.9,194,White,self,42.5523,42.5523,31.5959,1/2-1/2,0
706,-0.9,33,White,minimax,47.0449,47.0449,38.7056,1/2-1/2,0
707,-0.9,75,White,self,43.702,43.702,32.8569,1/2-1/2,0
708,-0.9,21,White,minimax,46.4855,46.4855,38.8285,1/2-1/2,0
709,-0.9,113,White,minimax,41.3751,41.3751,38.4964,1/2-1/2,0
710,-0.9,21,White,minimax,47.039,47.039,39.0368,1/2-1/2,0
711,-0.9,21,White,minimax,46.9684,46.9684,39.0717,1/2-1/2,0
712,-0.2304,506,White,past,36.4701,36.4701,33.5252,1/2-1/2,0
713,-0.9,189,White,self,41.455,41.455,21.4375,1/2-1/2,0
714,-0.9,84,White,self,42.8702,42.8702,31.4222,1/2-1/2,0
715,-0.9,57,White,minimax,45.3168,45.3168,34.9822,1/2-1/2,0
716,-0.9,59,White,self,43.6046,43.6046,33.4477,1/2-1/2,0
717,-0.9,593,White,past,41.7761,41.7761,32.163,1/2-1/2,0
718,-0.9,180,White,self,40.2345,40.2345,20.2059,1/2-1/2,0
719,-0.9,94,White,past,43.2457,43.2457,32.8311,1/2-1/2,0
720,-0.9,43,White,self,44.3622,44.3622,35.4275,1/2-1/2,0
721,-1,408,White,past,-1.0,-1.0,-1.0,0-1,0
722,-0.2224,331,White,past,38.326,38.326,36.9805,1/2-1/2,0
723,-0.9,63,White,self,43.1001,43.1001,29.1883,1/2-1/2,0
724,-0.9,48,White,minimax,45.8276,45.8276,39.8675,1/2-1/2,0
725,-0.9,94,White,self,43.765,43.765,33.2029,1/2-1/2,0
726,-0.9,44,White,minimax,46.1192,46.1192,39.9421,1/2-1/2,0
727,-0.2184,108,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
728,1,227,White,past,42.158,42.158,27.1731,1-0,0
729,-0.9,53,White,self,46.1757,46.1757,38.243,1/2-1/2,0
730,-0.9,340,White,past,40.8651,40.8651,35.7609,1/2-1/2,0
731,1,201,White,past,40.4517,40.4517,25.6248,1-0,0
732,-0.9,56,White,minimax,45.7239,45.7239,30.2724,1/2-1/2,0
733,-0.9,460,White,past,42.007,42.007,42.007,1/2-1/2,0
734,-0.9,150,White,self,43.0124,43.0124,23.0585,1/2-1/2,0
735,-0.9,25,White,minimax,46.1989,46.1989,40.2854,1/2-1/2,0
736,-0.9,46,White,past,45.0013,45.0013,37.4149,1/2-1/2,0
737,-0.9,50,White,self,45.3312,45.3312,40.7036,1/2-1/2,0
738,-0.9,32,White,self,46.4024,46.4024,32.3722,1/2-1/2,0
739,-0.2088,729,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
